373	8	WA
386	9	TLE
386	9	TLE
45	3	WA
386	9	TLE
386	3	AC
447	3	AC
372	9	TLE
372	10	TLE
447	4	WA
370	9	TLE
370	9	TLE
386	9	WA
370	9	TLE
386	9	WA
357	3	TLE
386	9	AC
386	10	WA
372	9	TLE
386	10	AC
370	9	AC
408	2	CE
386	1	CE
408	2	RTE
386	1	WA
370	5	CE
386	1	AC
370	5	WA
357	4	WA
442	2	AC
378	2	WA
357	6	WA
393	8	WA
355	9	TLE
355	9	TLE
393	9	TLE
440	5	WA
440	7	WA
393	9	TLE
440	8	TLE
373	9	AC
356	3	TLE
373	3	WA
393	9	OLE
437	1	CE
447	4	AC
393	9	OLE
462	9	TLE
356	3	TLE
437	1	WA
357	8	TLE
437	2	WA
429	4	WA
437	1	CE
452	2	WA
393	9	AC
373	2	CE
437	2	WA
373	3	AC
447	5	WA
437	2	AC
462	9	TLE
373	2	AC
393	10	AC
447	5	AC
440	6	AC
437	3	AC
376	9	WA
376	9	AC
437	4	AC
437	5	AC
437	6	AC
440	9	AC
437	7	AC
437	8	WA
437	8	RTE
376	10	AC
437	9	AC
437	10	AC
357	9	TLE
357	9	TLE
429	4	WA
429	4	WA
374	1	WA
357	9	TLE
378	8	WA
429	4	WA
428	8	WA
428	4	WA
428	4	WA
428	4	WA
428	4	WA
428	4	WA
399	1	AC
399	9	TLE
399	9	TLE
378	8	WA
399	10	TLE
357	10	TLE
428	4	WA
356	9	TLE
428	4	WA
400	1	AC
428	8	WA
400	2	WA
429	9	TLE
428	9	WA
428	9	WA
428	9	WA
462	9	WA
428	9	WA
462	9	AC
428	10	WA
462	10	WA
428	9	WA
428	9	WA
428	9	AC
428	8	WA
462	10	WA
374	1	WA
428	10	WA
428	9	AC
428	9	AC
400	3	WA
428	10	WA
462	3	TLE
374	3	AC
428	10	WA
428	10	WA
428	10	WA
428	10	WA
428	10	WA
428	9	AC
428	10	WA
462	10	WA
428	10	WA
428	10	AC
428	4	WA
374	4	WA
428	8	WA
428	8	WA
366	2	WA
428	8	WA
428	8	WA
366	2	WA
366	2	AC
428	8	WA
428	8	WA
374	6	AC
366	3	AC
440	10	CE
440	10	AC
374	8	WA
374	8	WA
462	3	AC
374	8	WA
374	8	WA
367	4	WA
462	10	CE
374	8	WA
462	10	WA
374	8	WA
374	8	WA
366	4	WA
367	9	AC
367	10	AC
366	4	WA
367	6	AC
367	8	AC
366	4	WA
366	8	WA
353	9	TLE
353	9	TLE
366	8	WA
353	9	TLE
366	8	WA
353	9	AC
366	9	TLE
366	9	AC
366	10	AC
353	10	WA
353	10	WA
353	10	AC
394	4	WA
359	7	AC
380	10	AC
394	9	TLE
394	9	TLE
394	9	WA
394	9	TLE
380	8	AC
357	5	TLE
394	9	RTE
439	9	WA
351	9	TLE
351	9	AC
457	8	TLE
457	3	AC
457	9	AC
457	9	TLE
439	9	AC
462	8	AC
457	8	AC
378	3	AC
428	8	WA
428	8	WA
374	8	WA
374	8	WA
351	10	AC
392	9	TLE
378	2	AC
378	9	RTE
378	9	RTE
378	9	TLE
394	9	WA
374	4	WA
378	9	TLE
374	4	AC
429	9	WA
394	9	AC
429	9	TLE
394	10	WA
394	10	AC
378	9	TLE
374	5	WA
374	5	AC
365	2	AC
365	3	WA
365	3	WA
365	3	WA
365	3	WA
377	9	RTE
364	9	TLE
402	1	WA
377	10	RTE
402	1	AC
377	10	RTE
377	10	RTE
377	10	RTE
363	10	TLE
363	1	CE
402	2	CE
402	2	WA
363	1	AC
417	10	WA
417	10	TLE
406	1	AC
400	3	WA
377	9	RTE
377	9	RTE
406	2	AC
400	9	RTE
402	2	WA
400	9	RTE
400	10	RTE
402	2	WA
420	9	TLE
415	1	WA
415	1	AC
400	2	AC
415	2	CE
415	2	WA
420	9	RTE
408	1	WA
391	1	AC
423	1	AC
423	2	AC
370	10	TLE
420	9	RTE
408	1	AC
370	10	TLE
443	1	CE
420	9	RTE
396	1	WA
415	2	WA
420	9	RTE
420	9	AC
423	3	TLE
396	1	AC
421	1	AC
415	2	WA
417	9	AC
404	1	WA
449	9	TLE
404	1	WA
391	9	TLE
417	10	WA
420	2	AC
391	9	TLE
404	1	WA
449	9	TLE
404	1	AC
402	3	TLE
392	2	AC
415	2	WA
415	2	WA
402	2	WA
423	3	TLE
415	2	AC
405	3	AC
402	2	AC
420	10	TLE
403	2	WA
409	1	CE
409	1	CE
391	2	AC
409	1	CE
449	9	TLE
409	1	CE
415	3	TLE
409	1	CE
406	3	WA
409	1	AC
403	2	WA
406	3	AC
403	2	AC
399	2	AC
400	3	AC
422	9	TLE
405	9	TLE
404	2	AC
395	9	CE
417	10	WA
395	9	TLE
396	2	CE
420	10	TLE
406	9	WA
449	10	TLE
396	2	CE
406	9	WA
392	3	AC
373	1	CE
449	10	TLE
423	9	RTE
391	3	WA
396	2	CE
415	3	TLE
391	3	CE
403	3	WA
399	9	AC
421	2	AC
402	3	TLE
422	9	WA
391	3	AC
423	9	TLE
401	2	AC
391	9	TLE
54	2	CE
406	10	WA
422	9	AC
423	9	AC
413	9	AC
419	1	CE
399	10	AC
401	1	WA
419	1	AC
406	10	AC
403	3	AC
363	10	AC
401	1	WA
415	9	WA
420	10	AC
402	3	TLE
401	1	AC
408	2	AC
423	10	AC
395	9	TLE
392	9	TLE
419	2	AC
409	2	CE
363	1	WA
422	10	WA
363	1	WA
412	1	WA
409	2	WA
392	9	WA
397	3	TLE
392	9	AC
422	10	WA
419	3	AC
402	3	WA
423	3	TLE
402	3	WA
413	6	AC
415	3	TLE
397	3	TLE
439	9	AC
402	3	AC
397	3	TLE
415	3	AC
395	3	TLE
409	2	AC
397	3	TLE
397	3	TLE
395	3	AC
399	3	TLE
397	3	WA
421	3	TLE
404	3	WA
423	3	AC
399	3	AC
397	3	WA
404	3	TLE
395	9	TLE
404	3	TLE
397	3	AC
421	3	AC
396	3	TLE
395	9	TLE
396	3	TLE
404	3	WA
412	9	TLE
419	9	RTE
412	2	WA
404	3	TLE
403	3	AC
397	9	TLE
404	3	AC
396	3	TLE
405	9	AC
403	9	TLE
408	3	AC
402	9	WA
419	9	RTE
397	9	TLE
412	1	WA
378	9	TLE
412	2	AC
426	3	WA
417	10	WA
405	10	AC
426	3	AC
412	9	TLE
397	9	TLE
378	9	TLE
397	9	TLE
397	9	AC
397	9	TLE
397	10	AC
391	9	TLE
402	9	WA
391	9	AC
399	8	TLE
400	9	AC
402	9	AC
403	9	TLE
419	9	AC
417	10	WA
391	10	WA
399	8	WA
415	9	WA
395	9	TLE
415	9	WA
399	8	WA
391	10	WA
395	9	TLE
399	8	CE
396	9	CE
399	8	AC
396	9	CE
402	10	TLE
408	9	WA
391	10	AC
426	9	AC
402	10	TLE
396	9	CE
403	9	TLE
426	10	AC
415	9	AC
395	9	AC
421	9	TLE
421	9	WA
403	9	TLE
408	9	AC
415	10	WA
421	9	AC
396	9	CE
403	9	TLE
396	9	WA
402	10	AC
403	9	TLE
369	3	WA
403	9	AC
415	10	WA
369	3	WA
403	10	WA
413	9	WA
403	10	AC
413	10	WA
415	10	WA
395	10	WA
415	10	AC
417	10	AC
383	3	AC
400	10	AC
383	3	AC
413	10	AC
395	10	AC
383	3	AC
383	3	AC
383	3	WA
392	10	AC
408	10	WA
404	9	AC
415	6	WA
377	10	TLE
408	10	AC
415	6	WA
404	10	AC
383	3	AC
415	8	WA
389	2	WA
389	2	WA
389	2	WA
386	6	AC
386	8	AC
381	4	WA
389	2	AC
386	4	RTE
454	10	TLE
372	9	TLE
361	1	WA
361	1	WA
361	1	AC
361	2	WA
386	4	RTE
386	4	RTE
386	4	RTE
361	2	WA
386	4	WA
45	3	AC
361	2	AC
373	1	CE
386	4	WA
386	4	AC
439	9	WA
361	3	TLE
439	9	AC
441	4	WA
356	1	AC
361	3	TLE
462	10	RTE
356	2	WA
372	3	WA
372	3	WA
368	9	RTE
356	9	TLE
386	5	AC
361	3	TLE
368	9	AC
368	10	AC
361	3	TLE
361	9	TLE
377	10	RTE
377	10	RTE
377	10	RTE
361	9	TLE
356	2	WA
439	10	AC
409	3	TLE
374	9	WA
374	9	WA
409	3	TLE
403	9	WA
374	9	WA
403	9	WA
403	9	WA
45	9	TLE
374	9	WA
374	9	AC
372	9	TLE
403	9	WA
361	9	WA
374	8	WA
403	9	AC
374	8	WA
372	9	TLE
403	9	CE
403	9	AC
372	9	TLE
389	3	AC
361	9	WA
374	8	AC
374	4	WA
374	4	AC
361	9	WA
374	5	AC
429	4	CE
429	4	WA
429	4	WA
429	4	WA
45	9	AC
429	4	AC
361	9	TLE
45	10	TLE
429	5	AC
389	6	WA
383	5	AC
389	6	WA
374	10	AC
389	6	WA
409	3	TLE
45	10	WA
45	10	WA
45	10	WA
409	3	TLE
409	3	TLE
383	6	AC
383	6	AC
45	10	WA
361	3	TLE
383	4	WA
383	4	WA
407	9	WA
407	9	AC
383	8	WA
386	7	AC
407	10	AC
462	10	WA
372	7	AC
373	1	AC
373	10	AC
429	6	AC
45	10	TLE
45	10	AC
376	9	WA
376	9	AC
376	10	AC
447	9	TLE
377	6	WA
377	6	WA
377	6	WA
377	4	WA
383	4	WA
377	4	AC
377	6	WA
377	8	TLE
381	7	WA
381	7	WA
366	8	AC
377	8	TLE
379	1	CE
379	1	CE
379	1	CE
377	6	AC
377	7	WA
381	7	WA
454	8	WA
381	7	WA
381	7	WA
454	8	WA
381	7	WA
381	9	WA
381	7	WA
381	7	WA
454	8	WA
381	7	WA
454	8	CE
454	8	WA
381	7	AC
454	8	WA
454	8	AC
397	6	WA
381	8	WA
397	8	TLE
436	8	WA
381	8	WA
436	8	WA
381	8	AC
436	8	CE
436	8	AC
397	8	AC
381	4	WA
396	2	AC
396	3	WA
396	3	AC
383	8	WA
383	8	AC
174	1	CE
454	9	CE
454	9	WA
383	7	AC
454	9	TLE
174	1	CE
174	1	CE
383	4	WA
454	9	WA
174	1	WA
454	9	WA
454	9	WA
174	1	WA
454	9	WA
383	4	WA
174	1	WA
174	1	WA
174	1	CE
174	1	WA
174	1	AC
424	1	CE
447	9	TLE
447	9	AC
407	2	WA
407	2	AC
439	10	WA
439	10	WA
390	1	WA
439	10	WA
439	10	AC
439	10	AC
383	4	AC
390	2	AC
390	1	WA
369	4	WA
369	4	WA
369	7	AC
369	4	AC
407	10	WA
407	10	WA
407	10	AC
407	10	AC
407	10	WA
407	10	AC
457	10	TLE
357	9	WA
357	5	AC
174	2	WA
174	2	WA
174	2	WA
174	2	AC
174	2	AC
174	2	CE
174	2	CE
174	2	CE
174	2	AC
428	8	WA
439	10	WA
439	10	WA
439	10	WA
439	10	AC
428	8	WA
428	8	WA
428	8	WA
428	8	WA
428	8	AC
447	9	WA
447	9	WA
447	9	WA
452	2	WA
452	2	WA
447	9	AC
447	10	AC
135	2	AC
135	3	AC
135	5	AC
387	1	CE
387	1	CE
387	1	WA
135	4	WA
135	4	WA
135	4	WA
135	4	WA
135	4	WA
135	4	WA
462	6	AC
421	10	AC
135	4	WA
135	4	WA
135	4	WA
442	9	AC
135	4	WA
442	9	WA
442	9	WA
442	9	WA
442	9	AC
442	10	AC
397	6	WA
397	6	AC
462	10	WA
390	3	AC
427	2	WA
427	2	WA
412	1	AC
412	9	TLE
412	3	CE
412	3	TLE
427	2	WA
413	6	WA
424	1	CE
424	1	WA
406	6	WA
406	6	CE
406	6	CE
406	6	AC
406	8	WA
406	8	AC
461	1	WA
434	9	RTE
388	2	WA
461	2	AC
434	9	WA
434	9	WA
434	9	RTE
135	6	WA
449	3	AC
449	9	TLE
449	9	TLE
449	10	TLE
135	6	AC
135	6	AC
135	6	AC
135	6	AC
135	6	AC
135	6	AC
135	6	AC
135	4	WA
135	4	WA
135	4	WA
