465	1	1
465	1	-1
465	1	-1
465	2	-1
465	1	-1
465	1	-1
465	1	-1
465	2	1
399	1	-1
428	1	-1
428	1	-1
393	1	-1
428	1	-1
399	1	-1
391	1	-1
395	1	-1
399	1	-1
399	2	-1
428	1	-1
393	2	-1
399	1	-1
391	2	-1
393	2	-1
399	2	-1
399	2	1
403	2	-1
424	1	-1
400	1	-1
417	1	-1
417	1	-1
403	2	-1
403	1	-1
393	2	1
403	2	-1
397	2	1
403	2	-1
399	3	-1
403	2	-1
403	2	1
393	3	-1
403	9	-1
397	3	-1
428	1	-1
403	9	-1
428	2	-1
393	3	1
428	3	-1
403	9	-1
428	3	-1
403	9	-1
399	6	1
403	9	-1
397	4	-1
399	8	-1
397	9	-1
399	8	-1
427	1	-1
427	1	-1
417	2	-1
417	2	-1
417	2	-1
417	2	-1
417	1	1
417	3	-1
417	3	-1
428	3	-1
388	1	-1
388	1	-1
388	1	-1
388	1	-1
388	1	1
400	2	-1
423	2	-1
422	1	-1
405	1	1
423	2	1
422	1	1
425	1	-1
425	1	-1
393	1	1
423	3	-1
405	2	-1
405	2	1
413	2	-1
389	1	-1
426	1	1
422	2	-1
422	2	-1
389	1	-1
395	1	1
389	1	1
420	2	1
423	4	-1
422	2	-1
423	4	-1
422	2	1
420	3	1
405	3	-1
423	4	-1
413	2	1
395	2	-1
426	2	-1
395	2	-1
393	4	-1
395	2	-1
393	4	1
393	4	-1
426	2	-1
427	1	1
400	4	-1
422	3	-1
395	9	-1
394	8	-1
422	3	1
393	4	1
393	5	1
400	4	-1
422	4	-1
420	4	1
426	2	-1
426	2	-1
420	5	1
413	3	-1
389	2	-1
413	3	-1
394	2	-1
395	2	-1
413	3	-1
395	2	1
413	3	-1
393	5	-1
413	3	1
420	6	1
400	2	-1
426	2	1
393	5	1
394	2	-1
423	3	-1
389	2	-1
395	9	-1
422	8	-1
395	9	-1
388	2	-1
428	1	-1
428	1	1
428	2	-1
428	2	-1
416	1	-1
416	1	1
416	2	-1
416	2	-1
416	2	-1
417	2	-1
417	2	-1
417	2	-1
417	2	-1
417	2	-1
417	2	-1
417	8	-1
417	8	-1
417	9	-1
417	2	-1
417	2	1
417	3	1
417	4	-1
417	4	-1
417	4	1
417	5	1
417	6	1
417	7	1
417	8	-1
417	8	-1
417	8	-1
417	8	1
407	1	1
407	2	-1
407	3	-1
407	3	-1
407	6	1
407	2	-1
407	2	-1
407	8	-1
407	9	-1
407	9	-1
407	2	-1
407	2	1
407	9	-1
407	9	-1
407	3	1
420	4	1
63	1	1
63	2	1
63	3	-1
407	9	-1
63	3	1
63	3	-1
63	3	1
407	8	-1
407	8	-1
63	4	-1
63	4	-1
63	4	-1
63	4	1
63	5	1
63	7	-1
63	7	1
63	6	1
63	8	-1
63	8	-1
63	8	-1
63	8	-1
428	9	-1
63	8	-1
428	9	-1
63	8	-1
428	9	-1
63	8	-1
428	9	-1
63	8	-1
63	8	-1
63	8	-1
63	8	1
63	8	-1
63	8	1
63	9	1
63	10	-1
63	10	-1
63	10	-1
63	10	-1
63	10	-1
63	10	1
407	8	-1
407	4	-1
407	5	1
393	6	1
393	8	-1
393	8	-1
428	10	-1
461	1	-1
461	1	-1
461	2	-1
461	3	-1
383	1	1
366	1	-1
366	1	1
366	2	-1
383	1	-1
453	1	-1
383	2	-1
453	1	1
461	1	-1
366	2	-1
453	2	-1
383	1	-1
462	1	-1
384	1	-1
462	1	1
449	1	-1
449	1	-1
384	1	-1
448	1	-1
449	1	-1
383	2	-1
448	1	1
382	1	1
453	2	-1
449	1	1
382	2	-1
462	2	-1
382	2	1
462	2	-1
382	3	1
382	4	-1
369	1	1
386	2	-1
381	2	-1
383	2	-1
462	2	-1
386	2	-1
386	3	-1
382	4	-1
369	2	-1
386	4	-1
369	9	-1
382	5	1
386	4	-1
381	2	-1
382	6	1
384	2	-1
462	2	1
373	1	-1
382	7	-1
373	1	-1
462	3	-1
382	7	1
384	2	1
454	2	-1
454	2	1
382	8	1
454	1	-1
373	2	-1
381	2	-1
449	2	-1
366	3	-1
454	3	-1
448	2	-1
405	3	-1
382	4	-1
381	3	-1
454	4	-1
382	9	1
448	2	1
384	1	1
405	3	-1
382	10	1
449	2	-1
381	3	-1
454	3	-1
381	1	-1
449	2	1
380	1	-1
380	1	-1
381	1	-1
380	1	1
381	1	-1
380	2	-1
381	1	1
380	3	-1
454	6	-1
383	2	-1
380	9	-1
380	10	-1
381	2	-1
453	2	-1
384	3	-1
448	3	-1
454	8	-1
366	2	-1
381	2	-1
383	3	-1
384	3	-1
453	2	-1
448	3	-1
380	2	-1
454	9	-1
381	2	-1
441	2	-1
448	3	-1
441	2	-1
384	5	-1
381	2	-1
384	5	-1
381	2	-1
381	2	1
